name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
wayanad,2024-04-18,33.5,23.2,29.6,37.4,23.2,33.5,23.5,71.1,2.4,100,12.5,rain,0,0,26.6,22.3,288.9,1008.6,55.8,5.8,253.9,21.9,9,75,2024-04-18T06:12:19,2024-04-18T18:37:47,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42705599999,VOCL,remote"
wayanad,2024-04-19,34.7,21.9,29.2,41.7,21.9,33.5,23.7,74.5,0.8,100,8.33,rain,0,0,30.2,21.4,278.6,1007.8,49.1,9.4,248.1,21.5,9,75,2024-04-19T06:11:48,2024-04-19T18:37:52,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42705599999,VOCL,remote,43314099999,43317099999,43320099999"
wayanad,2024-04-20,35.2,27,29.7,41.4,29.6,33.6,23.1,68.8,4.5,100,20.83,rain,0,0,25.2,22.3,276.3,1007.1,47.2,5.7,234.9,20.3,8,75,2024-04-20T06:11:17,2024-04-20T18:37:58,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-04-21,34.9,25.5,29.8,43.9,25.5,34,23,67.7,0.7,100,20.83,rain,0,0,32.8,18.4,257.2,1007.2,32.9,6.2,248.7,21.5,9,60,2024-04-21T06:10:47,2024-04-21T18:38:03,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-04-22,35.1,27,30.5,42.7,30.1,35.9,24.3,71,3.3,100,20.83,rain,0,0,29.9,22.1,271,1008.1,33.3,6,245.2,21.1,8,75,2024-04-22T06:10:18,2024-04-22T18:38:09,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-04-23,34.7,27,30.3,42.5,29.6,35.2,23.8,69.2,2,100,16.67,rain,0,0,30.6,20.4,258.8,1006.8,32.3,6.2,259.9,22.2,9,60,2024-04-23T06:09:49,2024-04-23T18:38:16,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-04-24,34.1,26.5,30.2,41.6,26.5,35.3,24.2,71.2,0.4,100,12.5,rain,0,0,30.2,18.4,244,1006.8,37.5,6,273.1,23.5,10,30,2024-04-24T06:09:21,2024-04-24T18:38:23,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-04-25,35.2,26,30.6,42.9,26,36,24.3,70.4,0.6,100,4.17,rain,0,0,28.8,19.4,263.4,1006.6,34.8,6,275.4,23.9,9,30,2024-04-25T06:08:53,2024-04-25T18:38:30,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-04-26,35,27,30.6,42.1,30.6,36.1,24.4,71.2,0.1,100,4.17,rain,0,0,34.6,23.2,270.7,1006.6,31.2,6.1,280.6,24.3,10,30,2024-04-26T06:08:26,2024-04-26T18:38:37,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-04-27,35.8,27,30.5,42.9,30.1,35.5,23.9,69,0.5,100,4.17,rain,0,0,31,21.4,269.5,1006.7,31.5,6,289.3,25,9,30,2024-04-27T06:08:00,2024-04-27T18:38:45,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-04-28,35.4,26.5,30.6,43.4,26.5,35.9,24.3,70.1,0,0,0,,0,0,30.2,18.5,275.2,1007.1,30.8,6,300.7,25.9,10,30,2024-04-28T06:07:34,2024-04-28T18:38:53,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-04-29,36.6,27,31.1,43.2,30.6,36.5,24.2,69.1,0,0,0,,0,0,25.6,21.4,275.2,1008.3,30.4,6,285.8,24.8,9,15,2024-04-29T06:07:09,2024-04-29T18:39:02,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-04-30,34.9,27,30.8,43.1,31.2,37.1,25,72.4,0.2,100,4.17,rain,0,0,33.5,20.5,261.9,1007.8,41.8,5.9,283.3,24.4,10,60,2024-04-30T06:06:44,2024-04-30T18:39:11,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-05-01,34,28,30.7,40.5,32.6,36.6,24.7,71.4,0.1,100,4.17,rain,0,0,33.1,24.1,268.8,1006.4,44,6,260,22.4,9,75,2024-05-01T06:06:21,2024-05-01T18:39:20,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42705599999,VOCL,43314099999"
wayanad,2024-05-02,35.6,28,31.3,43.9,32.7,37.6,24.7,69.3,0.2,100,4.17,rain,0,0,26.6,16.6,253.6,1006.2,39.3,6.2,257.6,22.3,9,75,2024-05-02T06:05:58,2024-05-02T18:39:30,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-05-03,35.2,29,30.9,45.9,34.5,37.8,25.3,72.7,9.6,100,33.33,rain,0,0,33.5,19.4,261.9,1007.5,68.4,5.7,183.6,15.8,7,60,2024-05-03T06:05:36,2024-05-03T18:39:40,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-05-04,35,28,30.8,40.8,31.9,35.8,23.7,67.2,2.5,100,16.67,rain,0,0,30.6,17.5,263.5,1008.2,66.9,6,222.5,19.3,6,30,2024-05-04T06:05:14,2024-05-04T18:39:50,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-05-05,34.7,27.5,30.4,40.5,30.5,34.8,23.3,66.4,0,0,0,,0,0,33.1,18.4,272.1,1007.4,38.8,6.2,296.9,25.7,10,10,2024-05-05T06:04:53,2024-05-05T18:40:01,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-05-06,34.6,26.5,30.5,39.8,26.5,34.1,22.6,63.8,0,0,0,,0,0,34.2,15.7,246.2,1008,37.8,6.6,283.6,24.6,10,30,2024-05-06T06:04:33,2024-05-06T18:40:12,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-05-07,34.7,27,30.6,41.8,29.6,35.2,23.4,66.1,0,0,0,rain,0,0,30.6,16.6,230.4,1008.7,51,6,283.2,24.5,10,60,2024-05-07T06:04:14,2024-05-07T18:40:23,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-05-08,35.9,27,30.9,42,30.1,36.2,24.1,68.6,9,100,25,rain,0,0,22,20.4,275,1007.7,37.8,6.2,225.1,19.3,9,75,2024-05-08T06:03:55,2024-05-08T18:40:35,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-05-09,34.2,23,28.2,40.9,23,30.8,23,75.3,46,100,4.17,rain,0,0,46.4,23,313.6,1007.3,58.4,5.6,216.5,18.5,7,75,2024-05-09T06:03:38,2024-05-09T18:40:47,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-05-10,34.5,25,28.8,39.7,25,32,23.1,72.1,1.2,100,25,rain,0,0,24.8,20.4,253.2,1008.3,74.7,6.1,221.9,19,8,30,2024-05-10T06:03:21,2024-05-10T18:41:00,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42705599999,VOCL,43314099999,43320099999"
wayanad,2024-05-11,33.8,23.5,28.9,42.4,23.5,33,24.4,78.1,0.5,100,4.17,rain,0,0,28.1,18.6,219.4,1008.9,58,5.8,170.6,15,6,38,2024-05-11T06:03:05,2024-05-11T18:41:12,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-05-12,34.1,24,28.5,42.2,24,31.7,23.9,77.7,5.8,100,25,rain,0,0,22.7,18.4,243.6,1008.8,52,6.1,183.7,15.8,6,30,2024-05-12T06:02:50,2024-05-12T18:41:25,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-05-13,30,24,27.4,36.2,24,30.7,24.5,84.4,3.6,100,25,rain,0,0,26.3,13.8,232.5,1008,71.3,5.6,221.3,19.1,8,60,2024-05-13T06:02:35,2024-05-13T18:41:39,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-05-14,29.5,23,26.2,32.7,23,27.9,23.3,84.8,88,100,12.5,rain,0,0,24.8,12.1,295.3,1008.5,84.7,5.1,159,13.8,6,60,2024-05-14T06:02:21,2024-05-14T18:41:53,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-05-15,33.2,24,28,40.6,24,30.3,23.3,77.1,0.9,100,4.17,rain,0,0,24.5,20.5,325.1,1008.4,72.8,5.8,211,18.4,9,60,2024-05-15T06:02:09,2024-05-15T18:42:07,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-05-16,33.3,24,27.6,40.3,24,30.2,23.5,79.7,7.8,100,45.83,rain,0,0,27.4,15.7,312.6,1008.6,60.2,4.9,195.4,16.9,7,60,2024-05-16T06:01:57,2024-05-16T18:42:21,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-05-17,32.5,25,27.6,40.4,25,30.4,24.3,82.7,46,100,4.17,rain,0,0,26.3,14.8,70.3,1007.5,63.9,5.4,152.2,13.2,6,30,2024-05-17T06:01:45,2024-05-17T18:42:36,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-05-18,32.1,24,26.9,39.4,24,29.3,24.6,88.4,30,100,8.33,rain,0,0,23.8,15.6,136.8,1006.2,84.5,4.8,186.1,16,8,60,2024-05-18T06:01:35,2024-05-18T18:42:51,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-05-19,30.9,25,26.9,37,25,28.6,24.5,87.7,93,100,12.5,rain,0,0,23.4,20.3,246,1004.9,80.7,4.5,89,7.7,4,30,2024-05-19T06:01:26,2024-05-19T18:43:06,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-05-20,26.1,23,24.2,26.1,23,24.2,23.8,97.7,47,100,16.67,rain,0,0,18,12.9,340.9,1005.4,94.6,3.9,78.6,6.7,3,10,2024-05-20T06:01:17,2024-05-20T18:43:21,0.39,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-05-21,30.8,22.5,26.5,36.2,22.5,28.4,23.1,82.9,0.4,100,4.17,rain,0,0,29.2,12.1,45.3,1004.1,80.1,5.7,92.7,7.9,4,30,2024-05-21T06:01:09,2024-05-21T18:43:37,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-05-22,31.7,24,26.7,39.7,24,28.5,24.9,91,74,100,12.5,rain,0,0,31.3,15.6,251.2,1003.3,85.8,3.7,88.5,7.7,3,30,2024-05-22T06:01:02,2024-05-22T18:43:53,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-05-23,27.3,23.8,24.8,31.6,23.8,25,24.4,98,35,100,16.67,rain,0,0,31.3,11.2,62.9,1003,94.1,3.3,71.2,6.1,3,30,2024-05-23T06:00:56,2024-05-23T18:44:09,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-05-24,28,23.7,25.8,33,23.7,27.4,24.5,92.9,46,100,12.5,rain,0,0,32.4,16.6,311.1,1003,90.6,4,94.1,8.1,4,30,2024-05-24T06:00:50,2024-05-24T18:44:25,0.52,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-05-25,29.5,24,26.6,33.2,24,28.2,22.5,78.9,3.6,100,41.67,rain,0,0,33.1,20.4,303.8,1005,90.2,5.9,118.3,10.2,3,10,2024-05-25T06:00:46,2024-05-25T18:44:42,0.56,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-05-26,30.9,24.5,26.7,38.6,24.5,28.4,23.7,83.5,4.4,100,37.5,rain,0,0,40,15.9,242,1006.1,88.2,6,137.1,11.9,4,30,2024-05-26T06:00:42,2024-05-26T18:44:59,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-05-27,31,24,27.5,38.4,24,30.8,24.5,84,0.2,100,4.17,rain,0,0,41,18.4,238.3,1006.5,66.9,6,180,15.7,8,10,2024-05-27T06:00:39,2024-05-27T18:45:15,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-05-28,27.6,24,26.1,32.3,24,27,24.4,90.5,23,100,8.33,rain,0,0,34.6,18.6,275.7,1006.8,75.7,5.3,125.9,10.8,5,10,2024-05-28T06:00:37,2024-05-28T18:45:32,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-05-29,31.1,24,26.7,39.4,24,28.9,24.3,87.2,3,100,8.33,rain,0,0,31.7,23.1,309.3,1006,82.8,4.8,142.7,12.3,5,30,2024-05-29T06:00:36,2024-05-29T18:45:49,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-05-30,29,24,26.3,35.6,24,28,24.8,91.9,5,100,8.33,rain,0,0,31,24.1,292,1006.5,75.3,4.3,159.6,13.7,8,60,2024-05-30T06:00:35,2024-05-30T18:46:06,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-05-31,32.3,25,28.5,42.1,25,33.2,25.2,82.9,6.5,100,25,rain,0,0,30.6,22.1,294,1006.2,68.2,5.7,233.9,20.1,9,75,2024-05-31T06:00:35,2024-05-31T18:46:23,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-06-01,29.9,25,27.1,37.5,25,30.3,25.3,90.1,2,100,4.17,rain,0,0,30.6,16.6,299.6,1006.8,82.4,4.8,189.6,16.6,6,75,2024-06-01T06:00:36,2024-06-01T18:46:40,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42705599999,VOCL,43314099999,43317099999"
wayanad,2024-06-02,32,25,27.1,40.9,25,29.3,25.1,89.7,1,100,4.17,rain,0,0,31.3,22.3,286.6,1007.1,74.2,5.2,195.9,16.8,7,75,2024-06-02T06:00:38,2024-06-02T18:46:58,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42705599999,VOCL,43314099999,43317099999"
wayanad,2024-06-03,28,24.5,26.3,33.6,24.5,28.1,24.4,89.4,13,100,8.33,rain,0,0,21.6,13,247,1007.9,87.3,5.3,180.4,15.6,6,60,2024-06-03T06:00:41,2024-06-03T18:47:15,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42705599999,VOCL,43314099999,43317099999"
wayanad,2024-06-04,31.9,25,27.9,38.1,25,31.2,24.5,82.6,1,100,4.17,rain,0,0,29.5,18.4,204.1,1008.6,62,5.9,157.1,13.6,7,60,2024-06-04T06:00:44,2024-06-04T18:47:32,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42705599999,VOCL,43314099999,43317099999"
wayanad,2024-06-05,30.9,24.1,27.4,38,24.1,30.4,24.9,87.2,10,100,8.33,rain,0,0,30.2,14.8,215.1,1009.1,79,4.8,148.5,12.7,5,60,2024-06-05T06:00:48,2024-06-05T18:47:49,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42705599999,VOCL,43314099999,43317099999"
wayanad,2024-06-06,30.5,24,26.6,37.6,24,28.8,25.1,92.2,19,100,8.33,rain,0,0,25.9,16.6,158,1009.2,88,4.2,132.5,11.6,6,60,2024-06-06T06:00:52,2024-06-06T18:48:06,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42705599999,VOCL,43314099999,43317099999"
wayanad,2024-06-07,29.8,23,25.5,35.6,23,26.8,24.2,92.7,19,100,8.33,rain,0,0,34.2,20.5,178.6,1008.3,86.3,4.4,67.9,6,3,30,2024-06-07T06:00:58,2024-06-07T18:48:23,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42705599999,VOCL,43314099999,43317099999"
wayanad,2024-06-08,31,23,25.6,36.9,23,26.9,23.8,91,30,100,8.33,rain,0,0,41.4,16.6,227.5,1008.4,72.4,3.8,135.5,11.8,6,10,2024-06-08T06:01:04,2024-06-08T18:48:40,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42705599999,VOCL,43314099999,43317099999"
wayanad,2024-06-09,29.9,23,25.5,37.8,23,26.8,23.8,91,16,100,12.5,rain,0,0,49.3,18.4,172.7,1008.5,78,5.7,161.8,13.9,7,10,2024-06-09T06:01:10,2024-06-09T18:48:56,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42705599999,VOCL,43314099999,remote,43317099999"
wayanad,2024-06-10,30.1,23,25,36.1,23,25.9,23.6,92.2,19,100,8.33,rain,0,0,43.2,18.4,297.1,1009.6,75.3,4.4,112.5,9.6,7,30,2024-06-10T06:01:18,2024-06-10T18:49:13,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42705599999,VOCL,43314099999,43317099999"
wayanad,2024-06-11,28.8,23,25.6,33.8,23,27,23.9,90.4,12,100,8.33,rain,0,0,46.4,13,230.1,1009.5,80.7,5.3,117.2,10,5,30,2024-06-11T06:01:25,2024-06-11T18:49:29,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42705599999,VOCL,43314099999,43317099999"
wayanad,2024-06-12,29,22,25.8,34.2,22,26.8,24.1,90.3,19.7,100,8.33,rain,0,0,36.4,11.2,234.3,1010.6,90,6.7,86.8,7.6,4,10,2024-06-12T06:01:34,2024-06-12T18:49:45,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42705599999,VOCL,43314099999,remote,43317099999"
wayanad,2024-06-13,30,24,26.5,36,24,28.2,24.3,88.4,1.4,100,29.17,rain,0,0,36.7,18.4,203.1,1010.1,75,4.7,128.7,11.1,5,10,2024-06-13T06:01:43,2024-06-13T18:50:01,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42705599999,VOCL,43314099999,43317099999"
wayanad,2024-06-14,30.8,24,27.1,36.5,24,29.4,23.8,83.4,0.9,100,25,rain,0,0,34.6,20.5,261.5,1008.7,47.2,5.1,222.4,19.3,8,10,2024-06-14T06:01:53,2024-06-14T18:50:17,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42705599999,VOCL,43314099999,43317099999"
wayanad,2024-06-15,31.2,24,27.6,36.7,24,30.1,23.8,80.6,1.3,100,20.83,rain,0,0,37.8,22.3,231.4,1008.3,49.3,5.2,237.3,20.4,9,10,2024-06-15T06:02:03,2024-06-15T18:50:32,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42705599999,VOCL,43314099999,43317099999"
wayanad,2024-06-16,30.9,25,27.2,36.5,25,29.4,23.6,81,4,100,33.33,rain,0,0,38.2,18.4,199.9,1008.3,53.9,5.9,151.3,12.9,6,10,2024-06-16T06:02:13,2024-06-16T18:50:47,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42705599999,VOCL,43314099999,43317099999"
wayanad,2024-06-17,31.3,24,27.6,37.6,24,30.4,24,81.6,10.1,100,33.33,rain,0,0,32.4,20.5,218.7,1008.1,60.1,5.6,147.4,12.8,6,30,2024-06-17T06:02:25,2024-06-17T18:51:01,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42705599999,VOCL,43314099999,43317099999"
wayanad,2024-06-18,30.5,24.4,26.9,36.6,24.4,28.9,24.2,86.1,12,100,8.33,rain,0,0,31.7,25.9,231,1008.3,82.7,5.3,142.2,12.4,7,30,2024-06-18T06:02:36,2024-06-18T18:51:16,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42705599999,VOCL,43314099999,43317099999"
wayanad,2024-06-19,31.5,23,26.6,37.3,23,29,23.3,83.2,4,100,4.17,rain,0,0,37.8,18.4,223.8,1007.6,86.9,5.6,160.7,13.9,7,10,2024-06-19T06:02:48,2024-06-19T18:51:29,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42705599999,VOCL,43314099999,43317099999"
wayanad,2024-06-20,27.6,23,24.6,31.2,23,24.8,23.1,91.9,14,100,12.5,rain,0,0,37.4,18.4,60.6,1007.8,88.8,5.4,60.3,5.2,2,10,2024-06-20T06:03:01,2024-06-20T18:51:43,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42705599999,VOCL,43314099999,43317099999"
wayanad,2024-06-21,28,23,25,31.5,23,25.6,23.3,90.5,5,100,4.17,rain,0,0,40.7,14.8,256.4,1008,78.6,5.4,84.7,7.3,5,10,2024-06-21T06:03:14,2024-06-21T18:51:56,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42705599999,VOCL,43314099999,43317099999"
wayanad,2024-06-22,30.1,23,25.8,35.3,23,27.1,23.1,85.4,18,100,8.33,rain,0,0,50.4,22.3,266.6,1006.4,85.8,5.2,104.3,9.1,6,10,2024-06-22T06:03:27,2024-06-22T18:52:08,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42705599999,VOCL,43314099999,43317099999"
wayanad,2024-06-23,27.7,23,25,31.9,23,25.8,23.7,92.5,17,100,12.5,rain,0,0,63,22.3,294.1,1005.8,89.9,4.2,72.3,6,5,10,2024-06-23T06:03:41,2024-06-23T18:52:20,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42705599999,VOCL,43314099999,43317099999"
wayanad,2024-06-24,28.2,23,24.9,33,23,25.4,23.9,94.2,13,100,8.33,rain,0,0,56.2,14.8,241.1,1005.6,86.3,4.5,83.6,7.3,5,10,2024-06-24T06:03:55,2024-06-24T18:52:32,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42705599999,VOCL,43314099999,43317099999"
wayanad,2024-06-25,26.2,22,24.1,26.2,22,24.1,23.8,98,89,100,29.17,rain,0,0,59.8,24.1,291.2,1005.7,91,2.9,94.9,8.2,4,30,2024-06-25T06:04:09,2024-06-25T18:52:43,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42705599999,VOCL,43314099999,43317099999"
wayanad,2024-06-26,28.1,23,25.1,32.9,23,26.2,23.7,92.2,48,100,16.67,rain,0,0,53.6,18.4,229.3,1006.2,90.5,4.3,42.2,3.6,2,10,2024-06-26T06:04:23,2024-06-26T18:52:53,0.65,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42705599999,VOCL,43314099999,43317099999"
wayanad,2024-06-27,26.9,22,24.3,30.1,22,24.4,23.7,96.8,21,100,16.67,rain,0,0,56.9,14.8,314.8,1007.8,90.7,4.2,55.6,4.7,2,10,2024-06-27T06:04:38,2024-06-27T18:53:03,0.69,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42705599999,VOCL,43314099999,43317099999"
wayanad,2024-06-28,26.3,21.4,24.7,26.3,21.4,24.7,24.3,97.7,30,100,12.5,rain,0,0,46.1,11.2,217.6,1007.9,80.8,5,167.5,14.5,6,10,2024-06-28T06:04:53,2024-06-28T18:53:12,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42705599999,VOCL,43314099999,remote,43317099999"
wayanad,2024-06-29,30.2,24,26.1,36.6,24,27.5,24.4,90.9,8,100,8.33,rain,0,0,42.5,18.4,214.4,1008.1,84.3,4.7,183.9,15.8,6,30,2024-06-29T06:05:09,2024-06-29T18:53:21,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42705599999,VOCL,43314099999,43317099999"
wayanad,2024-06-30,28.4,24,25.7,33.7,24,26.7,24.6,93.7,11,100,8.33,rain,0,0,40,9.4,175.4,1008.9,90.4,4.9,139.3,11.9,7,10,2024-06-30T06:05:24,2024-06-30T18:53:29,0.8,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"42705599999,VOCL,43314099999,43317099999"
wayanad,2024-07-01,26.1,23,24.3,26.1,23,24.3,23.9,97.7,27,100,12.5,rain,0,0,40.7,13.6,359.8,1009.4,91.5,4,69.9,5.9,5,10,2024-07-01T06:05:40,2024-07-01T18:53:37,0.83,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"42705599999,VOCL,43314099999,43317099999"
wayanad,2024-07-02,30.6,24,26.5,38.4,24,29.3,24.8,90.7,0.2,100,4.17,rain,0,0,41.8,18.4,237.3,1008,78.1,5.3,188.7,16.3,7,30,2024-07-02T06:05:55,2024-07-02T18:53:43,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42705599999,VOCL,43314099999,43317099999"
